DIN,DIP
0.066660367,0.000347969
0.060917489,0.000368289
0.058639482,0.000386878
0.059352562,0.000405385
0.062267758,0.00042111
0.067549869,0.00043832
0.070493042,0.00047993
0.033420447,3.50727802791885e-06
0.033247355,2.41239553167374e-05
0.034070883,4.48377562416739e-05
0.035504892,6.57151094007999e-05
0.036978327,8.62312424696089e-05
0.038039569,0.000105931
0.039856296,0.000124537
0.042054575,0.000143405
0.043104228,0.000162755
0.041888736,0.000181304
0.03989825,0.000200442
0.038190104,0.000218912
0.037051909,0.000235822
0.036979187,0.000253034
0.037428144,0.000271025
0.038400833,0.000290423
0.039760642,0.000308949
0.041865036,0.00032522
0.045018543,0.000342551
0.048406765,0.000370225
0.05069802,0.000402435
0.051246803,0.000431131
0.050413497,0.000456515
0.049736425,0.000505612
0.03869785,3.2995324129931e-06
0.037689593,2.32982200003814e-05
0.037799392,4.41890979003863e-05
0.039047472,6.48914843983243e-05
0.0410388,8.56294332033841e-05
0.043337651,0.000106447
0.045938641,0.000130858
0.048290417,0.000155925
0.050008357,0.000180521
0.050735597,0.000203932
0.050278891,0.000225481
0.049185194,0.000262081
0.047771256,0.000299483
0.046554156,0.0003291
0.046420746,0.000362663
0.047644626,0.000388012
0.049621388,0.000408264
0.051470362,0.000407963
0.053174555,0.000396694
0.054728568,0.000404081
0.056348756,0.000435852
0.057524785,0.000475948
0.057352085,0.000484352
0.056501046,0.000502641
0.046187535,3.04609909108666e-06
0.044987638,2.13684608743689e-05
0.044382714,4.14394216179793e-05
0.044627678,6.52423509843366e-05
0.045596316,9.19947111625124e-05
0.047173161,0.000121301
0.049145196,0.000144412
0.051262718,0.000175991
0.052984659,0.000212246
0.054145187,0.000254932
0.054978929,0.00031118
0.055662818,0.000389672
0.057228565,0.000594383
0.058984894,0.00082727
0.060006045,0.000960651
0.060850181,0.001041358
0.061945256,0.001108545
0.064736359,0.001375616
0.06496492,0.001439495
0.065132216,0.001511674
0.066454493,0.001675752
0.06727618,0.001788259
0.067960136,0.001888085
0.068672493,0.002023806
0.034186848,2.94414937263557e-06
0.042422771,0.000383012
0.045163278,0.000569486
0.046901383,0.000725308
0.049136173,0.000941251
0.051293734,0.001143768
0.052456114,0.001259866
0.053388432,0.001318646
0.054505698,0.001375293
0.054514356,0.001359794
0.05414708,0.001328058
0.054516602,0.001434799
0.055451535,0.001628265
0.055262446,0.001674154
0.054154083,0.001602065
0.052701958,0.001494435
0.052093942,0.001451281
0.052571855,0.001480999
0.053426754,0.001517548
0.053752184,0.001476194
0.053761803,0.001404127
0.05432044,0.001391349
0.055033535,0.001395445
0.05505015,0.001370005
0.030722685,2.87493615359371e-06
0.031448066,3.96491524723863e-05
0.032561027,0.000118231
0.033870399,0.000194764
0.03513094,0.00024785
0.036485646,0.000243771
0.038114071,0.000216767
0.039189309,0.000223939
0.039571986,0.000270509
0.039035879,0.00032803
0.037890501,0.000348868
0.037329264,0.000352986
0.037918914,0.00037748
0.039246082,0.000409217
0.040689398,0.000425648
0.041592196,0.000423031
0.041913964,0.000426997
0.041933984,0.000448751
0.041791555,0.000498541
0.041711293,0.000573211
0.042261925,0.000664244
0.042966761,0.000723195
0.043644998,0.000752844
0.044089187,0.000773852
0.030430416,3.20957929975492e-06
0.030794812,3.23679870864308e-05
0.032544881,0.00013886
0.034085274,0.000249066
0.035273362,0.000336457
0.03624415,0.000416053
0.036806997,0.000475035
0.036767874,0.000471079
0.037089862,0.000443192
0.037991278,0.000461738
0.038572636,0.000489827
0.039189514,0.000529843
0.039705224,0.000568404
0.040171664,0.000606197
0.040709801,0.000636514
0.041410342,0.000657937
0.041985825,0.000679531
0.04246325,0.00070419
0.043064319,0.000738097
0.043763589,0.00079199
0.044378899,0.000866952
0.044687204,0.000932741
0.044718571,0.000957652
0.044477955,0.000958657
0.029077834,3.04369153004956e-06
0.029335923,2.17026279089146e-05
0.029800409,4.94899297731459e-05
0.030857077,0.000107172
0.032206703,0.000161785
0.033318739,0.000214175
0.034061123,0.000256607
0.034387842,0.000284787
0.034453653,0.000313209
0.034276713,0.000332657
0.033882968,0.000321882
0.033591874,0.000302788
0.033603981,0.000294134
0.03386778,0.000306933
0.034222465,0.000333141
0.034644172,0.00037623
0.035235737,0.000438398
0.035939462,0.000490855
0.036466733,0.00051972
0.036720984,0.000540891
0.036733281,0.000561049
0.036635052,0.000577152
0.036652211,0.000588774
0.036950048,0.000600006
0.028015239,2.99965700373776e-06
0.028495511,2.1486894806322e-05
0.028783649,3.97670839607169e-05
0.028728839,5.61254956646742e-05
0.028323986,7.33465932054157e-05
0.02817267,9.87433471275967e-05
0.028334564,0.000128595
0.028460294,0.000157793
0.028358461,0.000179719
0.028168771,0.000188091
0.028434196,0.000187198
0.029431531,0.000196381
0.030712888,0.00021443
0.031873401,0.000239239
0.032785133,0.000272616
0.033287816,0.000297672
0.033244714,0.000305756
0.032544978,0.000304789
0.031558935,0.000307105
0.030904554,0.000317218
0.030776154,0.000330846
0.031066181,0.000345874
0.031696744,0.000363837
0.032686982,0.000389889
0.027793765,2.83681279041428e-06
0.02869587,2.0562629785869e-05
0.029312365,3.96923826005541e-05
0.029631425,5.88761418411172e-05
0.02986306,7.55950286576849e-05
0.029613057,8.93119451269818e-05
0.028976982,0.000102787
0.028406754,0.00011746
0.028167466,0.000132934
0.028351288,0.000149085
0.028861102,0.00016597
0.029563192,0.000183799
0.030372739,0.000202755
0.031357396,0.000223704
0.032454889,0.000253921
0.033244919,0.000286009
0.033626724,0.000303292
0.033491176,0.000301507
0.032849632,0.00029613
0.032237917,0.000302271
0.03190254,0.000313434
0.03192769,0.000326752
0.032272566,0.000342517
0.032855816,0.000360031
0.028234387,2.71145409441909e-06
0.029373478,2.45764941538843e-05
0.030898018,6.71601297688038e-05
0.032266844,0.000162201
0.034802634,0.000345721
0.037108179,0.000490886
0.037762113,0.000505758
0.03797375,0.000529334
0.038324449,0.000574718
0.03894623,0.000629805
0.039895788,0.000690697
0.041050024,0.000756766
0.042510193,0.000853348
0.044911467,0.001071086
0.048567086,0.001424422
0.055507667,0.001820683
0.067079544,0.002239553
0.076563522,0.002763704
0.078697875,0.003262909
0.077898711,0.003524043
0.078229696,0.003697199
0.0786549,0.003875438
0.082147717,0.004324822
0.089780241,0.005148339
0.047062505,2.38394020892057e-06
0.062649518,0.001467598
0.074981287,0.002871597
0.077051267,0.003338308
0.071558133,0.002673397
0.070020601,0.002427541
0.071646519,0.002630829
0.075720131,0.003205495
0.080901556,0.003955997
0.083691269,0.004358796
0.084946588,0.004503123
0.085067816,0.004474096
0.083144091,0.004157096
0.079510696,0.00362053
0.077518508,0.003229404
0.077421129,0.003077126
0.076992571,0.002929942
0.075686261,0.002748063
0.074407309,0.002625494
0.073679455,0.002590802
0.073951781,0.002697753
0.076470837,0.003108127
0.078554004,0.003447029
0.078631207,0.003456139
0.065248527,0.001269142
0.07195431,0.002059341
0.071413942,0.001839156
0.071153119,0.001757536
0.071380362,0.001747662
0.07159853,0.001750756
0.071603462,0.001742715
0.071316421,0.001723916
0.071301445,0.001776071
0.073081881,0.002116835
0.073677495,0.002330768
0.073965684,0.002381896
0.074573576,0.002346495
0.074693605,0.002214336
0.074744046,0.002097788
0.075688802,0.002147084
0.077169254,0.002278748
0.078150034,0.00235678
0.078408323,0.002383776
0.078164071,0.002376556
0.077911526,0.002380077
0.078290135,0.002554615
0.078575298,0.002747174
0.079009585,0.002861492
0.081974044,0.003168928
0.083120719,0.003194782
0.084319703,0.003226285
0.085647881,0.003310076
0.087316342,0.003429426
0.088780984,0.003540927
0.089509219,0.003609003
0.089436099,0.003658512
0.08920937,0.003694585
0.089159966,0.003754065
0.08932355,0.00389175
0.089683175,0.004008005
0.090334088,0.00406364
0.091075942,0.004080129
0.09178108,0.004119763
0.092825472,0.004299092
0.093887813,0.004523968
0.094518676,0.004409644
0.094837397,0.004292119
0.095150396,0.004353127
0.095500849,0.004578201
0.095373228,0.00475119
0.094978139,0.004657183
0.094761997,0.004577009
0.09650787,0.004770832
0.097158372,0.004903243
0.099087946,0.005278242
0.102586329,0.005834296
0.105047777,0.005980626
0.105871648,0.005773611
0.106484488,0.005729499
0.107137859,0.005872185
0.107405521,0.006128642
0.106419846,0.006120118
0.105331421,0.006068491
0.105927587,0.006146737
0.106933743,0.006303934
0.107148044,0.006370847
0.108145192,0.006482102
0.110504091,0.006734237
0.116466269,0.007480294
0.121692017,0.007996296
0.123396695,0.008074335
0.123567544,0.008079447
0.121536665,0.007905726
0.117462054,0.007460016
0.114381358,0.007083886
0.113398589,0.007031241
0.114095658,0.00709828
0.115622878,0.007282003
0.119236395,0.00771212
0.124221936,0.008247494
0.127047852,0.008391513
0.126775265,0.008204476
0.125938386,0.007984297
0.126056924,0.007969567
0.126327544,0.008067875
0.126731992,0.008269063
0.125288323,0.00833608
0.122222736,0.008007511
0.121157609,0.007885395
0.122846767,0.008103769
0.126214445,0.008487731
0.128761545,0.008593686
0.129322052,0.008449696
0.128312036,0.008064524
0.127735659,0.007791796
0.127892554,0.007778667
0.128095046,0.007888721
0.128620952,0.008170974
0.129093558,0.008431629
0.127896026,0.008551634
0.122523196,0.00791464
0.126731634,0.008454561
0.129352778,0.008690281
0.131840661,0.00872211
0.132611662,0.008587475
0.13244009,0.008396971
0.132314146,0.008280699
0.131987363,0.008244788
0.131447166,0.008272944
0.131106317,0.008391224
0.130565941,0.00857266
0.12898469,0.008596846
0.127351031,0.008474783
0.127368629,0.008485414
0.129719034,0.00870701
0.132780761,0.008837166
0.134292185,0.008751988
0.134617805,0.008603694
0.134542689,0.008499737
0.133811086,0.008429067
0.132422507,0.008369583
0.130873322,0.008344237
0.128754288,0.008311551
0.125158966,0.00806806
0.1155136,0.006951554
0.117311895,0.007228783
0.119565338,0.007488248
0.123606607,0.007953728
0.128395975,0.008464622
0.131946206,0.008703358
0.133186013,0.008668467
0.13253364,0.008495698
0.131080598,0.008314735
0.129848361,0.008246894
0.127551436,0.008172484
0.122589961,0.007677141
0.117357582,0.007134682
0.114426866,0.006821149
0.1151172,0.006908586
0.11963892,0.007439455
0.126841128,0.00826163
0.133705527,0.008950867
0.137500405,0.009193652
0.138872504,0.009132816
0.138869002,0.009066002
0.138483465,0.009085134
0.136747032,0.009131362
0.132360995,0.00874732
0.119630791,0.007356731
0.11949046,0.007359073
0.120512083,0.007516511
0.124906734,0.008044529
0.131453663,0.008796528
0.137964696,0.009408142
0.141615376,0.00960716
0.142833382,0.009554895
0.143302828,0.009482187
0.143336385,0.009483838
0.14287591,0.009602725
0.141168371,0.009583344
0.136034518,0.009212596
0.129856154,0.008567805
0.127837777,0.008334577
0.130844951,0.008686941
0.13644278,0.009324456
0.141441137,0.009734781
0.14370206,0.009791467
0.144720912,0.009747901
0.145654738,0.009681454
0.146114111,0.009671828
0.145589098,0.009714156
0.144606173,0.009801871
0.143540978,0.009862191
0.140111208,0.009700622
0.137467712,0.00943252
0.138251096,0.00952737
0.140935048,0.009777282
0.142680913,0.009846285
0.143144459,0.009731792
0.143972605,0.009597236
0.146497726,0.009660357
0.148043066,0.009724098
0.146322429,0.00964229
0.142075285,0.00949983
0.140629992,0.009582621
0.139432982,0.009646683
0.136442259,0.009400765
0.135188222,0.009272672
0.136721998,0.009444777
0.138830885,0.009615156
0.140873909,0.009708383
0.144010305,0.009841239
0.147393346,0.009990394
0.149233758,0.010049156
0.149383694,0.010065563
0.147850096,0.010054089
0.117011644,0.006818042
0.131335437,0.008591147
0.135256007,0.009117127
0.136382669,0.009259511
0.137960941,0.00937978
0.139435142,0.009439134
0.139812678,0.009388921
0.140153885,0.009284477
0.142327905,0.009357059
0.145415157,0.009536338
0.147119612,0.009641446
0.145994708,0.009577467
0.142865717,0.009406936
0.140530348,0.009366879
0.139830425,0.009436984
0.13962543,0.009479485
0.139795333,0.009491525
0.139949501,0.009452542
0.139354557,0.00932752
0.139233947,0.00922118
0.141010851,0.00929311
0.144004613,0.009477165
0.146340728,0.009633431
0.146022484,0.009621926
0.139981419,0.009053435
0.139888972,0.009327894
0.140684932,0.009527535
0.141266227,0.009639638
0.141200811,0.009633238
0.140305221,0.009520634
0.138559848,0.009310427
0.137430698,0.009133547
0.138692856,0.009164515
0.142113328,0.009391332
0.146171689,0.009682079
0.148861289,0.00986611
0.148963481,0.00986449
0.147121847,0.009740436
0.144697219,0.009590161
0.142864689,0.009501119
0.141946852,0.009456604
0.141746938,0.009430282
0.142193466,0.009434401
0.143005654,0.00946579
0.144342929,0.009533517
0.146619409,0.009674993
0.149117589,0.009831801
0.150649443,0.009929742
0.140033886,0.008850423
0.141739443,0.009089274
0.140469819,0.00915103
0.140095681,0.009266082
0.140537038,0.009420484
0.140662551,0.00947468
0.140271395,0.00943126
0.139565989,0.009340758
0.13952291,0.009297959
0.141040698,0.009384688
0.143730193,0.00956202
0.146303877,0.009716882
0.147641242,0.009786787
0.147077352,0.009756049
0.144471765,0.009606196
0.141248465,0.00941524
0.140078679,0.009393448
0.140497699,0.009487185
0.141036257,0.009545099
0.140859038,0.009513443
0.139943123,0.009398546
0.13906163,0.009280175
0.139688984,0.009294568
0.141918615,0.009447624
0.13219583,0.008346644
0.137422502,0.008857982
0.137959689,0.009014435
0.137238592,0.009079572
0.137564614,0.009201564
0.137223229,0.009264441
0.134903491,0.009184963
0.133064285,0.009015566
0.131597996,0.008800362
0.129037946,0.008466488
0.126520082,0.008133335
0.126079828,0.007972518
0.12780799,0.008020822
0.130264193,0.008190262
0.131623909,0.008316465
0.131044492,0.008310297
0.129754618,0.008271766
0.129240394,0.008313613
0.129279077,0.008379934
0.128564924,0.008326712
0.126698077,0.008124793
0.123564497,0.007791775
0.120012164,0.007411635
0.118930154,0.007225153
0.122967079,0.00756168
0.127003625,0.007858723
0.130105823,0.008055414
0.128555104,0.007924306
0.122176096,0.007445292
0.116820917,0.007060625
0.11559169,0.006996839
0.115071312,0.006982786
0.113749057,0.006868367
0.112644553,0.006725545
0.114464089,0.006830533
0.122912928,0.007451391
0.135352015,0.008425562
0.141901284,0.008819861
0.143093437,0.008853205
0.142451599,0.008807531
0.140652299,0.008727976
0.137163639,0.008540037
0.130772471,0.008112233
0.124978453,0.007711772
0.123504564,0.007613978
0.125439793,0.007724532
0.131293654,0.008124135
0.137729824,0.008576358
0.142497733,0.008927948
0.144673347,0.009048801
0.145701826,0.009080308
0.146042168,0.009081338
0.146439284,0.00911395
0.147006452,0.0091945
0.146036327,0.009175884
0.138624549,0.00872688
0.131918639,0.008272933
0.129333183,0.008099312
0.130656898,0.008188801
0.135293916,0.008510414
0.140564084,0.008892498
0.146016538,0.009264521
0.150066808,0.009418818
0.150624871,0.009389012
0.150411785,0.009282176
0.150583118,0.009339067
0.150851801,0.009425218
0.149192512,0.009427466
0.145799085,0.009266151
0.143528014,0.009124661
0.143373221,0.009119686
0.14444235,0.009184459
0.145712495,0.009252062
0.145622462,0.009195482
0.145222753,0.009143858
0.14504391,0.009086356
0.145449787,0.009084872
0.146046102,0.009131019
0.146359727,0.009195482
0.147430107,0.009392165
0.148224026,0.009640966
0.147743046,0.009823226
0.147295192,0.009907881
0.147613764,0.00997389
0.149121255,0.010043458
0.151444465,0.010089831
0.154626071,0.01013064
0.158490717,0.010218894
0.161926478,0.010355248
0.162714854,0.010399997
0.161008179,0.010373826
0.159059167,0.010389747
0.158426732,0.01044363
0.159051389,0.01065917
0.161305428,0.011003025
0.164617509,0.011412664
0.168233588,0.011840037
0.170475364,0.012159131
0.171984017,0.012404315
0.173623234,0.012605651
0.174834698,0.012751836
0.17523697,0.01285016
0.1748088,0.012936314
0.173847035,0.012997069
0.172573343,0.013022362
0.17117694,0.013041514
0.1696897,0.013050159
0.168210208,0.013062469
0.167342782,0.013076058
0.167602181,0.013097885
0.169014513,0.013124718
0.171196908,0.013135851
0.173021689,0.013122072
0.174181372,0.013077563
0.17445907,0.013069844
0.173587441,0.013112401
0.171960056,0.013139925
0.169725448,0.013148388
0.167501822,0.013113857
0.165352941,0.013060326
0.163269997,0.013005922
0.161119252,0.012939176
0.159290001,0.012874099
0.158695981,0.012832822
0.159223959,0.012812465
0.160111308,0.012808536
0.159858972,0.012798155
0.157289088,0.012774085
0.15381299,0.012777604
0.149750218,0.012789899
0.144957244,0.012753202
0.139557689,0.012566177
0.135072619,0.012368084
0.133150458,0.01230801
0.133732766,0.012410109
0.136373207,0.012631866
0.139936015,0.012821895
0.142660558,0.012877304
0.143945068,0.012898452
0.143514708,0.012914954
0.141702473,0.012926159
0.139071792,0.012875553
0.136375815,0.012732411
0.13448979,0.012620784
0.127257675,0.011798743
0.13403514,0.012662119
0.135051712,0.012752484
0.136694029,0.012859356
0.13915208,0.012986814
0.141542614,0.013072836
0.143134326,0.01310685
0.143643692,0.013126754
0.143246055,0.01314166
0.142472059,0.013145475
0.141716272,0.013131678
0.141328588,0.013122564
0.141481608,0.013130843
0.142189085,0.013159104
0.14316766,0.013198965
0.144263744,0.013240755
0.145466924,0.013269268
0.146497786,0.013281638
0.147053197,0.013260298
0.147279024,0.013212789
0.147321835,0.013253958
0.14719893,0.013306392
0.146818459,0.013327187
0.146372557,0.013340303
0.146185756,0.013352808
0.146261752,0.013358405
0.14648971,0.013359514
0.146803707,0.01336003
0.147503555,0.013361196
0.148292005,0.013353161
0.148857057,0.013272409
0.148865312,0.013139797
0.148795351,0.013128775
0.148945749,0.013288824
0.14876157,0.013390442
0.148244336,0.01341558
0.147777438,0.013423498
0.147600487,0.013430569
0.14764151,0.013436596
0.147795886,0.013440491
0.148188651,0.013437117
0.149192676,0.013439535
0.149841845,0.013385526
0.149836615,0.01323002
0.14978312,0.013173343
0.149982274,0.013316212
0.149907053,0.013465068
0.149307579,0.013507984
0.148651838,0.013517228
0.148107663,0.01350512
0.14803201,0.013524309
0.14809455,0.013532857
0.148420513,0.013532824
0.149295285,0.013528116
0.150410801,0.013510986
0.151168689,0.013447053
0.151542127,0.013393155
0.151504785,0.013432754
0.151168302,0.01353359
0.150405139,0.013576312
0.149717465,0.013593943
0.14916344,0.013602716
0.148914054,0.013607505
0.148989037,0.013611002
0.149316266,0.013607102
0.149953693,0.013592909
0.151071787,0.013590175
0.152169853,0.013568298
0.152768195,0.013511486
0.152858406,0.01351467
0.152570233,0.013604527
0.151869833,0.013667265
0.151130855,0.01369397
0.150569797,0.013706664
0.150426328,0.013713818
0.150726169,0.013722102
0.151195616,0.013725468
0.151824221,0.013720828
0.152783528,0.013713043
0.153744787,0.013639349
0.154264361,0.013521785
0.154377148,0.013433188
0.154019654,0.013435194
0.153425723,0.013531625
0.152427569,0.013594356
0.151067853,0.013574181
0.150089532,0.013530065
0.150126874,0.013523891
0.150948524,0.013549917
0.152064532,0.013577786
0.153047115,0.013556016
0.153864384,0.01346017
0.154733181,0.013352861
0.155467898,0.013307587
0.155304238,0.01331158
0.154423967,0.013343283
0.153675377,0.013403556
0.152958632,0.0134295
0.152784973,0.013483124
0.153190479,0.01358871
0.153749526,0.013714495
0.153994218,0.013806447
0.154264957,0.013832669
0.155001044,0.013811438
0.156052664,0.013785018
0.156961799,0.01378386
0.157030001,0.013795932
0.156189829,0.013818848
0.15508607,0.013857402
0.154024258,0.013888011
0.153092474,0.013898524
0.152309388,0.013901856
0.151684046,0.013898012
0.151151836,0.01388339
0.150993168,0.013885737
0.151365682,0.013892541
0.152014926,0.013902385
0.152573496,0.013917409
0.15235965,0.013924147
0.15110752,0.013915224
0.149609566,0.013904652
0.148294792,0.013899289
0.14724642,0.013898788
0.146443024,0.013901665
0.145905465,0.013908684
0.145709977,0.013929885
0.145950288,0.01396717
0.146596268,0.013999086
0.147549465,0.014023828
0.148581207,0.014047473
0.149308443,0.01406917
0.149377093,0.014074198
0.14891167,0.014065126
0.148320109,0.014055367
0.147883356,0.014049503
0.147713244,0.014050501
0.14780809,0.014061159
0.14809908,0.01408313
0.148544133,0.014122463
0.149241775,0.014185053
0.150157183,0.014244277
0.151073545,0.0142831
0.151676774,0.01430449
0.151728898,0.014310669
0.151216984,0.014303932
0.150527298,0.014287517
0.150060132,0.014277207
0.14990975,0.014285776
0.15019688,0.014321201
0.151042715,0.014392475
0.152419627,0.014502273
0.154028535,0.014623489
0.155414686,0.01471153
0.156432793,0.014750944
0.157033503,0.014752675
0.157212093,0.014738337
0.15697369,0.014723536
0.156382501,0.014704571
0.155604646,0.014677897
0.15489319,0.014651694
0.154508486,0.014639653
0.154674709,0.014658241
0.155364871,0.014710121
0.156348094,0.014780739
0.157265618,0.014840651
0.158038229,0.014879539
0.15866667,0.014902311
0.159062684,0.014914674
0.159186929,0.014931829
0.159007549,0.014948245
0.158608466,0.014964109
0.158322573,0.014980721
0.158218503,0.015004899
0.15837191,0.015042069
0.158510104,0.015085816
0.158675075,0.01512295
0.159096062,0.015156741
0.159762219,0.015187566
0.160632059,0.015206345
0.1614746,0.015213085
0.162023962,0.015216017
0.162173092,0.015217022
0.162009388,0.015217236
0.161698699,0.015217059
0.161394581,0.015217193
0.161190376,0.015219314
0.161083132,0.015223966
0.161055058,0.015226466
0.161045432,0.015226888
0.16111055,0.01521149
0.161329046,0.015187437
0.161962122,0.015208572
0.162672788,0.015244886
0.162873983,0.015256774
