1.198
1.198
1.194
1.205
1.238
1.287
1.325
1.295
1.289
1.270
1.257
1.245
1.234
1.213
1.222
1.203
1.225
1.199
1.218
1.203
1.212
1.209
1.188
1.196
1.190
